street,facing_bet,pot_size,to_call,pot_odds,bet_to_pot,hero_position,villain_position,is_ip,hand_category,hand_rank,is_made_hand,is_strong_made,is_monster,has_flush_draw,has_straight_draw,draw_outs,is_monotone,is_two_tone,is_rainbow,is_paired,is_double_paired,connectivity_score,high_card_rank,danger_score,flush_danger,straight_danger,raw_equity,equity_vs_range,better_hand_pct,worse_hand_pct,equity_margin,spr,is_3bet_pot,villain_aggression_count,villain_checked_back,villain_call_count,num_opponents,villain_top_pair_plus_pct,villain_draw_pct,villain_air_pct,villain_range_capped,board_favour,num_callers_to_bet,facing_raise,flush_block_pct,overcard_outs,improvement_probability,label
2,1,350.0,100.0,0.222222,0.285714,3,1,1,5,1.21,1,0,0,0,0,0,0,0,1,0,0,5,12,0.42,0.0,0.3,0.0905,0.0905,0.670886,0.329114,-0.131722,0.2857,0,3,0,0,2,0.6506,0.0,0.285,0,-0.3506,0,0,0.0,3,0.0,FOLD
2,1,350.0,100.0,0.222222,0.285714,3,1,1,0,0.19,0,0,0,0,1,4,0,0,1,0,0,5,12,0.42,0.0,0.3,0.0,0.0,1.0,0.0,-0.222222,0.2857,0,3,0,0,2,0.6506,0.0,0.285,0,-0.3506,0,0,0.0,0,0.0,FOLD
2,1,350.0,100.0,0.222222,0.285714,3,1,1,6,1.33,1,0,0,0,1,4,0,0,1,0,0,5,12,0.42,0.0,0.3,0.44475,0.44475,0.237288,0.754237,0.222528,0.2857,0,3,0,0,2,0.6506,0.0,0.285,0,-0.3506,0,0,0.0,0,0.0,CALL
2,1,350.0,100.0,0.222222,0.285714,3,1,1,12,3.55,1,1,1,0,0,0,0,0,1,0,0,5,12,0.42,0.0,0.3,0.799,0.799,0.065637,0.934363,0.576778,0.2857,0,3,0,0,2,0.6506,0.0,0.285,0,-0.3506,0,0,0.0,0,0.0,RAISE
2,1,350.0,100.0,0.222222,0.285714,3,1,1,9,1.63,1,0,0,0,0,0,0,0,1,0,0,5,12,0.42,0.0,0.3,0.53075,0.53075,0.174672,0.820961,0.308528,0.2857,0,3,0,0,2,0.6506,0.0,0.285,0,-0.3506,0,0,0.096661,6,0.0,CALL
2,0,180.0,0.0,0.0,0.0,5,2,0,5,1.16,1,0,0,0,1,4,0,0,1,0,0,5,13,0.42,0.0,0.3,0.15425,0.15425,0.552941,0.435294,0.15425,0.5556,0,1,1,1,2,0.1935,0.0,0.371,0,0.1065,0,0,0.0,0,0.0,CHECK
2,0,180.0,0.0,0.0,0.0,5,2,0,5,1.19,1,0,0,0,0,0,0,0,1,0,0,5,13,0.42,0.0,0.3,0.192,0.192,0.445428,0.542773,0.192,0.5556,0,1,1,1,2,0.1935,0.0,0.371,0,0.1065,0,0,0.0,0,0.0,CHECK
2,0,180.0,0.0,0.0,0.0,5,2,0,1,0.34,0,0,0,0,1,8,0,0,1,0,0,5,13,0.42,0.0,0.3,0.0035,0.0035,0.878981,0.101911,0.0035,0.5556,0,1,1,1,2,0.1935,0.0,0.371,0,0.1065,0,0,0.0,3,0.0,CHECK
2,0,180.0,0.0,0.0,0.0,5,2,0,6,1.341,1,0,0,0,0,0,0,0,1,0,0,5,13,0.42,0.0,0.3,0.5205,0.5205,0.251592,0.735669,0.5205,0.5556,0,1,1,1,2,0.1935,0.0,0.371,0,0.1065,0,0,0.0,0,0.0,BET
2,0,180.0,0.0,0.0,0.0,5,2,0,12,3.52,1,1,1,0,0,0,0,0,1,0,0,5,13,0.42,0.0,0.3,0.8785,0.8785,0.091954,0.908046,0.8785,0.5556,0,1,1,1,2,0.1935,0.0,0.371,0,0.1065,0,0,0.0,0,0.0,BET
2,0,180.0,0.0,0.0,0.0,5,2,0,0,0.17,0,0,0,0,1,4,0,0,1,0,0,5,13,0.42,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.5556,0,1,1,1,2,0.1935,0.0,0.371,0,0.1065,0,0,0.0,0,0.0,CHECK
2,0,180.0,0.0,0.0,0.0,5,2,0,5,1.19,1,0,0,0,0,0,0,0,1,0,0,5,13,0.42,0.0,0.3,0.21275,0.21275,0.417417,0.570571,0.21275,0.5556,0,1,1,1,2,0.1935,0.0,0.371,0,0.1065,0,0,0.0,0,0.0,CHECK
2,0,180.0,0.0,0.0,0.0,5,2,0,0,0.22,0,0,0,0,1,4,0,0,1,0,0,5,13,0.42,0.0,0.3,0.0,0.0,0.917722,0.063291,0.0,0.5556,0,1,1,1,2,0.1935,0.0,0.371,0,0.1065,0,0,0.0,0,0.0,CHECK
1,1,180.0,45.0,0.2,0.25,4,3,0,14,5.14,1,1,1,0,0,0,0,1,0,0,0,7,12,0.7454,0.5154,0.5,0.9375,0.9375,0.003038,0.996962,0.7375,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.0,6,1.0,CALL
1,1,180.0,45.0,0.2,0.25,4,3,0,17,8.13,1,1,1,0,0,0,0,1,0,0,0,7,12,0.7454,0.5154,0.5,1.0,1.0,0.0,1.0,0.8,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.0,3,1.0,CALL
1,1,180.0,45.0,0.2,0.25,4,3,0,6,1.331,1,0,0,0,1,8,0,1,0,0,0,7,12,0.7454,0.5154,0.5,0.361,0.361,0.261041,0.721774,0.161,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.0,0,0.478261,CALL
1,1,180.0,45.0,0.2,0.25,4,3,0,5,1.19,1,0,0,0,1,4,0,1,0,0,0,7,12,0.7454,0.5154,0.5,0.20625,0.20625,0.534534,0.448332,0.00625,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.0,0,0.391304,FOLD
1,1,180.0,45.0,0.2,0.25,4,3,0,17,8.12,1,1,1,0,0,0,0,1,0,0,0,7,12,0.7454,0.5154,0.5,1.0,1.0,0.0,1.0,0.8,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.0,0,1.0,CALL
1,1,180.0,45.0,0.2,0.25,4,3,0,2,0.44,0,0,0,0,1,4,0,1,0,0,0,7,12,0.7454,0.5154,0.5,0.112,0.112,0.727388,0.24838,-0.088,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.0,6,0.086957,FOLD
1,1,180.0,45.0,0.2,0.25,4,3,0,10,2.5225,1,1,0,0,0,0,0,1,0,0,0,7,12,0.7454,0.5154,0.5,0.45175,0.45175,0.162771,0.825641,0.25175,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.0,0,1.0,CALL
1,1,180.0,45.0,0.2,0.25,4,3,0,14,5.07,1,1,0,0,0,0,0,1,0,0,0,7,12,0.7454,0.5154,0.5,0.8225,0.8225,0.027287,0.972713,0.6225,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.0,0,1.0,CALL
1,1,180.0,45.0,0.2,0.25,4,3,0,1,0.34,0,0,0,1,0,9,0,1,0,0,0,7,12,0.7454,0.5154,0.5,0.2035,0.2035,0.886027,0.087671,0.0035,0.5556,0,0,1,1,2,0.7513,0.057,0.0,1,-0.4513,0,0,0.226027,3,0.195652,FOLD
